"init";"source";"destination";"k";"iterations";"time";"improvements";"minimums";"updates";"aspirations";"conflicts";"guidance";"score";"final_conflicts";"final_guidance";"final_score"
"Scratch";"";"";"6";"31523";"1";"31450";"4";"15";"0";"11296";"0";"112960";"0";"0";"0"
"Random";"Minimal";"Minimal";"6";"7579";"0";"7561";"1";"5";"0";"2347";"0";"23470";"0";"0";"0"
"Random";"Minimal";"Maximum";"6";"8605";"1";"8581";"0";"5";"0";"3771";"0";"37710";"0";"0";"0"
"Random";"Minimal";"Median";"6";"7693";"0";"7670";"1";"6";"0";"2287";"0";"22870";"0";"0";"0"
"Random";"Maximum";"Minimal";"6";"8627";"0";"8603";"0";"2";"0";"4041";"0";"40410";"0";"0";"0"
"Random";"Maximum";"Maximum";"6";"8902";"0";"8867";"0";"3";"0";"4980";"0";"49800";"0";"0";"0"
"Random";"Maximum";"Median";"6";"8308";"0";"8287";"0";"2";"0";"3944";"0";"39440";"0";"0";"0"
"Random";"Median";"Minimal";"6";"7497";"1";"7448";"0";"9";"0";"2293";"0";"22930";"0";"0";"0"
"Random";"Median";"Maximum";"6";"8307";"0";"8290";"0";"1";"0";"3966";"0";"39660";"0";"0";"0"
"Random";"Median";"Median";"6";"7808";"0";"7781";"0";"7";"0";"2599";"0";"25990";"0";"0";"0"
"Greedy";"Minimal";"Minimal";"6";"78";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Greedy";"Minimal";"Maximum";"6";"78";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Greedy";"Minimal";"Median";"6";"78";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Greedy";"Maximum";"Minimal";"6";"78";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Greedy";"Maximum";"Maximum";"6";"78";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Greedy";"Maximum";"Median";"6";"78";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Greedy";"Median";"Minimal";"6";"78";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Greedy";"Median";"Maximum";"6";"78";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Greedy";"Median";"Median";"6";"78";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bipartite";"Minimal";"Minimal";"6";"7812";"0";"7802";"0";"3";"0";"4451";"0";"44510";"0";"0";"0"
"Bipartite";"Minimal";"Maximum";"6";"8869";"0";"8858";"0";"4";"0";"7505";"0";"75050";"0";"0";"0"
"Bipartite";"Minimal";"Median";"6";"7749";"0";"7734";"0";"4";"0";"4454";"0";"44540";"0";"0";"0"
"Bipartite";"Maximum";"Minimal";"6";"8869";"1";"8858";"0";"4";"0";"7506";"0";"75060";"0";"0";"0"
"Bipartite";"Maximum";"Maximum";"6";"14325";"0";"14306";"0";"2";"0";"13317";"0";"133170";"0";"0";"0"
"Bipartite";"Maximum";"Median";"6";"9112";"0";"9099";"1";"4";"0";"7695";"0";"76950";"0";"0";"0"
"Bipartite";"Median";"Minimal";"6";"7860";"1";"7850";"0";"4";"0";"4491";"0";"44910";"0";"0";"0"
"Bipartite";"Median";"Maximum";"6";"9105";"0";"9098";"0";"1";"0";"7677";"0";"76770";"0";"0";"0"
"Bipartite";"Median";"Median";"6";"8119";"0";"8117";"0";"0";"0";"4753";"0";"47530";"0";"0";"0"
