"A";"P";"L";"SW";"k";"iterations";"time";"improvements";"minimums";"updates";"aspirations";"conflicts";"guidance";"score";"final_conflicts";"final_guidance";"final_score"
"0";"0";"0.1";"1";"37";"6508";"3";"254";"114";"555";"0";"190";"1";"1901";"3";"20";"50"
"0";"0";"0.4";"1";"37";"6545";"2";"254";"82";"541";"0";"196";"4";"1976";"3";"3";"42"
"0";"0";"0.7";"1";"36";"7974";"4";"343";"121";"1002";"0";"207";"2";"2084";"5";"4";"78"
"0";"0";"1.0";"1";"37";"7165";"3";"268";"22";"656";"0";"192";"7";"1990";"10";"10";"200"
"0";"0";"1.3";"1";"37";"6824";"2";"255";"5";"377";"0";"197";"3";"2009";"4";"4";"92"
"0";"0";"1.6";"1";"37";"6824";"2";"255";"5";"377";"0";"197";"3";"2018";"4";"3";"88"
"0";"0";"1.9";"1";"37";"6824";"2";"255";"5";"377";"0";"197";"3";"2027";"6";"0";"60"
"0";"0";"2.2";"1";"38";"5785";"2";"189";"0";"183";"0";"157";"1";"1592";"6";"1";"82"
"0";"0";"2.5";"1";"38";"5785";"2";"189";"0";"183";"0";"157";"1";"1595";"5";"5";"175"
"0";"0";"2.8";"1";"38";"5785";"2";"189";"0";"183";"0";"157";"1";"1598";"6";"6";"228"
"0";"0";"3.1";"1";"38";"5785";"2";"189";"0";"183";"0";"157";"1";"1601";"12";"4";"244"
"0";"0";"3.4";"1";"38";"5785";"2";"189";"0";"183";"0";"157";"1";"1604";"14";"14";"616"
"0";"0";"3.7";"1";"38";"5785";"2";"189";"0";"183";"0";"157";"1";"1607";"13";"1";"167"
"0";"0";"4.0";"1";"38";"5785";"2";"189";"0";"183";"0";"157";"1";"1610";"4";"2";"120"
"0";"0";"4.3";"1";"38";"5785";"2";"189";"0";"183";"0";"157";"1";"1613";"26";"2";"346"
"0";"0";"4.6";"1";"38";"5785";"2";"189";"0";"183";"0";"157";"1";"1616";"18";"18";"1008"
"0";"0";"4.9";"1";"38";"5785";"2";"189";"0";"183";"0";"157";"1";"1619";"23";"2";"328"
"0";"0";"5.2";"1";"38";"5785";"2";"189";"0";"183";"0";"157";"1";"1622";"22";"22";"1364"
"0";"0";"5.5";"1";"38";"5785";"2";"189";"0";"183";"0";"157";"1";"1625";"20";"0";"200"
"0";"0";"5.8";"1";"38";"5785";"2";"189";"0";"183";"0";"157";"1";"1628";"25";"0";"250"
"0";"0";"6.1";"1";"38";"5785";"1";"189";"0";"183";"0";"157";"1";"1631";"12";"1";"181"
"0";"0";"6.4";"1";"38";"5785";"2";"189";"0";"183";"0";"157";"1";"1634";"6";"6";"444"
"0";"0";"6.7";"1";"38";"5785";"2";"189";"0";"183";"0";"157";"1";"1637";"7";"1";"137"
"0";"0";"7.0";"1";"38";"5785";"2";"189";"0";"183";"0";"157";"1";"1640";"10";"6";"520"
"0";"0";"7.3";"1";"38";"5785";"2";"189";"0";"183";"0";"157";"1";"1643";"6";"0";"60"
