"init";"source";"destination";"k";"iterations";"time";"improvements";"minimums";"updates";"aspirations";"conflicts";"guidance";"score";"final_conflicts";"final_guidance";"final_score"
"Scratch";"";"";"470";"4666";"10";"4666";"0";"0";"0";"3100";"0";"31000";"384";"0";"3840"
"Random";"Minimal";"Minimal";"317";"62738";"12";"58077";"0";"0";"0";"731";"0";"7310";"1";"0";"10"
"Random";"Minimal";"Maximum";"333";"55207";"13";"54572";"0";"0";"0";"1139";"0";"11390";"3";"0";"30"
"Random";"Minimal";"Median";"203";"135588";"24";"128781";"0";"0";"0";"1455";"0";"14550";"8";"0";"80"
"Random";"Maximum";"Minimal";"333";"55251";"14";"54701";"0";"0";"0";"1073";"0";"10730";"4";"0";"40"
"Random";"Maximum";"Maximum";"355";"66277";"11";"66277";"0";"0";"0";"1755";"0";"17550";"2";"0";"20"
"Random";"Maximum";"Median";"351";"54405";"12";"54405";"0";"0";"0";"1719";"0";"17190";"6";"0";"60"
"Random";"Median";"Minimal";"322";"60075";"14";"57158";"0";"0";"0";"784";"0";"7840";"2";"0";"20"
"Random";"Median";"Maximum";"351";"54405";"12";"54405";"0";"0";"0";"1719";"0";"17190";"6";"0";"60"
"Random";"Median";"Median";"297";"85086";"15";"84512";"0";"0";"0";"1197";"0";"11970";"2";"0";"20"
"Greedy";"Minimal";"Minimal";"122";"62481";"34";"0";"0";"0";"0";"1";"0";"10";"1";"1";"20"
"Greedy";"Minimal";"Maximum";"120";"63199";"35";"10";"0";"0";"0";"48";"0";"480";"3";"3";"60"
"Greedy";"Minimal";"Median";"120";"63195";"35";"8";"0";"0";"0";"31";"0";"310";"2";"2";"40"
"Greedy";"Maximum";"Minimal";"121";"62836";"35";"2";"0";"0";"0";"12";"0";"120";"2";"2";"40"
"Greedy";"Maximum";"Maximum";"122";"62481";"34";"0";"0";"0";"0";"54";"0";"540";"1";"1";"20"
"Greedy";"Maximum";"Median";"121";"62844";"33";"9";"0";"0";"0";"85";"0";"850";"2";"2";"40"
"Greedy";"Median";"Minimal";"121";"62836";"33";"2";"0";"0";"0";"15";"0";"150";"1";"1";"20"
"Greedy";"Median";"Maximum";"121";"62844";"34";"9";"0";"0";"0";"81";"0";"810";"3";"3";"60"
"Greedy";"Median";"Median";"121";"62844";"34";"9";"0";"0";"0";"70";"0";"700";"2";"2";"40"
"Bipartite";"Minimal";"Minimal";"257";"243269";"24";"234433";"0";"0";"0";"123281";"0";"1232810";"1";"0";"10"
"Bipartite";"Minimal";"Maximum";"371";"107500";"17";"106422";"0";"0";"0";"123422";"0";"1234220";"4";"0";"40"
"Bipartite";"Minimal";"Median";"364";"115059";"17";"112785";"0";"0";"0";"122997";"0";"1229970";"1";"0";"10"
"Bipartite";"Maximum";"Minimal";"238";"271539";"30";"268998";"0";"0";"0";"124916";"0";"1249160";"13";"0";"130"
"Bipartite";"Maximum";"Maximum";"2";"0";"2788891395";"0";"0";"0";"0";"122868";"0";"1228680";"9161";"0";"91610"
"Bipartite";"Maximum";"Median";"465";"9900";"11";"9900";"0";"0";"0";"122967";"0";"1229670";"5";"0";"50"
"Bipartite";"Median";"Minimal";"2";"0";"2788891371";"0";"0";"0";"0";"122868";"0";"1228680";"9161";"0";"91610"
"Bipartite";"Median";"Maximum";"415";"62400";"14";"62400";"0";"0";"0";"123480";"0";"1234800";"4";"0";"40"
"Bipartite";"Median";"Median";"121";"62844";"35";"9";"0";"0";"0";"70";"0";"700";"2";"2";"40"
