"init";"source";"destination";"k";"iterations";"time";"improvements";"minimums";"updates";"aspirations";"conflicts";"guidance";"score";"final_conflicts";"final_guidance";"final_score"
"Scratch";"";"";"126";"4831";"10";"4831";"0";"0";"0";"4164";"0";"41640";"619";"0";"6190"
"Random";"Minimal";"Minimal";"53";"67886";"9";"66444";"13";"259";"0";"2836";"0";"28360";"3";"0";"30"
"Random";"Minimal";"Maximum";"53";"81603";"9";"79369";"1";"479";"0";"4297";"0";"42970";"5";"5";"100"
"Random";"Minimal";"Median";"52";"73308";"10";"71157";"9";"371";"0";"3028";"0";"30280";"9";"9";"180"
"Random";"Maximum";"Minimal";"54";"78429";"9";"77201";"6";"241";"0";"4265";"0";"42650";"1";"1";"20"
"Random";"Maximum";"Maximum";"53";"103163";"10";"101146";"3";"338";"0";"5595";"0";"55950";"17";"17";"340"
"Random";"Maximum";"Median";"53";"91358";"10";"89633";"6";"334";"0";"4973";"0";"49730";"4";"4";"80"
"Random";"Median";"Minimal";"53";"70109";"9";"68539";"0";"278";"0";"2965";"0";"29650";"5";"5";"100"
"Random";"Median";"Maximum";"53";"90391";"10";"88647";"30";"368";"0";"5144";"0";"51440";"10";"10";"200"
"Random";"Median";"Median";"53";"76536";"9";"74595";"18";"405";"0";"3260";"0";"32600";"5";"5";"100"
"Greedy";"Minimal";"Minimal";"54";"6387";"9";"1090";"2";"543";"0";"263";"0";"2630";"3";"3";"60"
"Greedy";"Minimal";"Maximum";"54";"6575";"10";"1312";"19";"580";"0";"625";"0";"6250";"12";"12";"240"
"Greedy";"Minimal";"Median";"55";"5495";"9";"1166";"4";"368";"0";"379";"0";"3790";"4";"4";"80"
"Greedy";"Maximum";"Minimal";"56";"5233";"10";"959";"32";"406";"0";"526";"0";"5260";"8";"8";"160"
"Greedy";"Maximum";"Maximum";"52";"17156";"7";"13104";"4";"269";"0";"2773";"0";"27730";"1";"1";"20"
"Greedy";"Maximum";"Median";"53";"9624";"10";"4704";"8";"387";"0";"2021";"0";"20210";"9";"9";"180"
"Greedy";"Median";"Minimal";"55";"5705";"9";"1151";"8";"432";"0";"385";"0";"3850";"2";"2";"40"
"Greedy";"Median";"Maximum";"54";"8505";"10";"4023";"30";"443";"0";"1840";"0";"18400";"14";"14";"280"
"Greedy";"Median";"Median";"54";"8152";"9";"4057";"1";"224";"0";"1047";"0";"10470";"8";"8";"160"
"Bipartite";"Minimal";"Minimal";"2";"0";"2788889691";"0";"0";"0";"0";"51439";"0";"514390";"3523";"0";"35230"
"Bipartite";"Minimal";"Maximum";"2";"0";"2788889680";"0";"0";"0";"0";"51439";"0";"514390";"3523";"0";"35230"
"Bipartite";"Minimal";"Median";"2";"0";"2788889669";"0";"0";"0";"0";"51439";"0";"514390";"1471";"0";"14710"
"Bipartite";"Maximum";"Minimal";"2";"0";"2788889658";"0";"0";"0";"0";"51439";"0";"514390";"845";"0";"8450"
"Bipartite";"Maximum";"Maximum";"2";"0";"2788889647";"0";"0";"0";"0";"51439";"0";"514390";"1471";"0";"14710"
"Bipartite";"Maximum";"Median";"START";"0";"129"
"Bipartite";"Median";"Minimal";"2";"0";"2788889632";"0";"0";"0";"0";"51439";"0";"514390";"1471";"0";"14710"
"Bipartite";"Median";"Maximum";"2";"0";"2788889621";"0";"0";"0";"0";"51439";"0";"514390";"1471";"0";"14710"
"Bipartite";"Median";"Median";"2";"0";"2788889610";"0";"0";"0";"0";"51439";"0";"514390";"3523";"0";"35230"
