"init";"source";"destination";"k";"iterations";"time";"improvements";"minimums";"updates";"aspirations";"conflicts";"guidance";"score";"final_conflicts";"final_guidance";"final_score"
"Scratch";"";"";"14";"13241";"1";"12021";"22";"275";"0";"2668";"0";"26680";"7";"43";"500"
"Random";"Minimal";"Minimal";"14";"1952";"0";"1515";"4";"86";"0";"242";"0";"2420";"6";"64";"700"
"Random";"Minimal";"Maximum";"14";"2150";"0";"1659";"7";"123";"0";"330";"0";"3300";"6";"69";"750"
"Random";"Minimal";"Median";"14";"1923";"0";"1654";"5";"72";"0";"264";"0";"2640";"4";"48";"520"
"Random";"Maximum";"Minimal";"14";"2649";"0";"1685";"14";"231";"0";"335";"0";"3350";"5";"59";"640"
"Random";"Maximum";"Maximum";"14";"2907";"0";"2501";"1";"88";"0";"462";"0";"4620";"7";"67";"740"
"Random";"Maximum";"Median";"14";"2609";"0";"2041";"6";"122";"0";"421";"0";"4210";"10";"61";"710"
"Random";"Median";"Minimal";"14";"1937";"0";"1514";"8";"104";"0";"270";"0";"2700";"3";"29";"320"
"Random";"Median";"Maximum";"14";"2624";"0";"2073";"7";"145";"0";"398";"0";"3980";"6";"63";"690"
"Random";"Median";"Median";"14";"2791";"0";"1851";"20";"230";"0";"336";"0";"3360";"6";"57";"630"
"Greedy";"Minimal";"Minimal";"14";"819";"0";"89";"10";"137";"0";"73";"0";"730";"7";"70";"770"
"Greedy";"Minimal";"Maximum";"14";"896";"0";"111";"7";"136";"0";"95";"0";"950";"6";"58";"640"
"Greedy";"Minimal";"Median";"14";"782";"0";"117";"2";"96";"0";"79";"0";"790";"9";"64";"730"
"Greedy";"Maximum";"Minimal";"14";"1354";"0";"116";"23";"267";"0";"93";"0";"930";"4";"59";"630"
"Greedy";"Maximum";"Maximum";"14";"739";"0";"278";"1";"56";"0";"207";"0";"2070";"5";"70";"750"
"Greedy";"Maximum";"Median";"14";"776";"0";"247";"3";"65";"0";"176";"0";"1760";"7";"65";"720"
"Greedy";"Median";"Minimal";"14";"711";"0";"116";"2";"79";"0";"81";"0";"810";"8";"78";"860"
"Greedy";"Median";"Maximum";"14";"1288";"0";"247";"20";"210";"0";"176";"0";"1760";"8";"69";"770"
"Greedy";"Median";"Median";"14";"1534";"0";"232";"29";"295";"0";"154";"0";"1540";"6";"63";"690"
"Bipartite";"Minimal";"Minimal";"14";"3494";"0";"3174";"1";"58";"0";"1600";"0";"16000";"7";"73";"800"
"Bipartite";"Minimal";"Maximum";"14";"3885";"0";"3375";"4";"116";"0";"1688";"0";"16880";"6";"49";"550"
"Bipartite";"Minimal";"Median";"14";"3585";"0";"3271";"3";"75";"0";"1636";"0";"16360";"4";"44";"480"
"Bipartite";"Maximum";"Minimal";"14";"3714";"0";"3374";"2";"69";"0";"1676";"0";"16760";"6";"63";"690"
"Bipartite";"Maximum";"Maximum";"14";"4739";"0";"4288";"2";"97";"0";"1844";"0";"18440";"9";"79";"880"
"Bipartite";"Maximum";"Median";"14";"4344";"0";"3955";"5";"94";"0";"1796";"0";"17960";"5";"38";"430"
"Bipartite";"Median";"Minimal";"14";"3896";"0";"3273";"10";"156";"0";"1633";"0";"16330";"6";"50";"560"
"Bipartite";"Median";"Maximum";"14";"4426";"0";"3910";"0";"116";"0";"1772";"0";"17720";"6";"68";"740"
"Bipartite";"Median";"Median";"14";"4146";"0";"3623";"4";"101";"0";"1712";"0";"17120";"7";"64";"710"
