"init";"source";"destination";"k";"iterations";"time";"improvements";"minimums";"updates";"aspirations";"conflicts";"guidance";"score";"final_conflicts";"final_guidance";"final_score"
"Scratch";"";"";"73";"14087";"10";"14087";"0";"0";"0";"6566";"0";"65660";"438";"0";"4380"
"Random";"Minimal";"Minimal";"40";"34908";"10";"32638";"3";"251";"0";"2044";"0";"20440";"0";"0";"0"
"Random";"Minimal";"Maximum";"72";"18152";"10";"18152";"0";"0";"0";"7446";"0";"74460";"495";"0";"4950"
"Random";"Minimal";"Median";"41";"32584";"5";"31738";"0";"104";"0";"2117";"0";"21170";"4";"4";"80"
"Random";"Maximum";"Minimal";"40";"37994";"9";"36181";"0";"189";"0";"2378";"0";"23780";"0";"0";"0"
"Random";"Maximum";"Maximum";"40";"44072";"10";"41690";"0";"251";"0";"2814";"0";"28140";"0";"0";"0"
"Random";"Maximum";"Median";"41";"38480";"5";"37408";"0";"121";"0";"2614";"0";"26140";"4";"4";"80"
"Random";"Median";"Minimal";"40";"35685";"10";"32986";"1";"366";"0";"2083";"0";"20830";"0";"0";"0"
"Random";"Median";"Maximum";"40";"41510";"10";"39126";"0";"278";"0";"2610";"0";"26100";"0";"0";"0"
"Random";"Median";"Median";"40";"38112";"10";"35702";"1";"309";"0";"2347";"0";"23470";"0";"0";"0"
"Greedy";"Minimal";"Minimal";"40";"13179";"9";"6939";"0";"764";"0";"721";"0";"7210";"0";"0";"0"
"Greedy";"Minimal";"Maximum";"41";"9888";"4";"7199";"0";"256";"0";"1060";"0";"10600";"6";"6";"120"
"Greedy";"Minimal";"Median";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Greedy";"Maximum";"Minimal";"40";"11645";"9";"6875";"0";"478";"0";"1062";"0";"10620";"0";"0";"0"
"Greedy";"Maximum";"Maximum";"41";"12425";"5";"11006";"0";"113";"0";"1756";"0";"17560";"8";"8";"160"
"Greedy";"Maximum";"Median";"40";"12956";"9";"9881";"0";"246";"0";"1482";"0";"14820";"0";"0";"0"
"Greedy";"Median";"Minimal";"40";"10276";"7";"6550";"0";"404";"0";"823";"0";"8230";"0";"0";"0"
"Greedy";"Median";"Maximum";"41";"10274";"5";"8707";"0";"140";"0";"1486";"0";"14860";"5";"5";"100"
"Greedy";"Median";"Median";"41";"11029";"5";"8315";"0";"241";"0";"1197";"0";"11970";"4";"4";"80"
"Bipartite";"Minimal";"Minimal";"42";"69142";"10";"68765";"0";"54";"0";"31799";"0";"317990";"15";"15";"300"
"Bipartite";"Minimal";"Maximum";"42";"73062";"9";"72681";"0";"48";"0";"32182";"0";"321820";"16";"16";"320"
"Bipartite";"Minimal";"Median";"42";"70095";"9";"69843";"0";"29";"0";"31893";"0";"318930";"4";"4";"80"
"Bipartite";"Maximum";"Minimal";"42";"72947";"9";"72609";"0";"33";"0";"32175";"0";"321750";"16";"11";"270"
"Bipartite";"Maximum";"Maximum";"42";"78921";"10";"78565";"0";"44";"0";"32680";"0";"326800";"39";"39";"780"
"Bipartite";"Maximum";"Median";"42";"76022";"9";"75715";"0";"30";"0";"32450";"0";"324500";"11";"11";"220"
"Bipartite";"Median";"Minimal";"41";"72105";"10";"71383";"0";"89";"0";"31935";"0";"319350";"36";"36";"720"
"Bipartite";"Median";"Maximum";"42";"76043";"9";"75668";"0";"53";"0";"32443";"0";"324430";"14";"14";"280"
"Bipartite";"Median";"Median";"40";"13179";"8";"6939";"0";"764";"0";"801";"0";"8010";"82";"82";"1640"
