"init";"source";"destination";"k";"iterations";"time";"improvements";"minimums";"updates";"aspirations";"conflicts";"guidance";"score";"final_conflicts";"final_guidance";"final_score"
"Scratch";"";"";"4";"60068";"5";"59659";"5";"31";"0";"20435";"0";"204350";"0";"0";"0"
"Random";"Minimal";"Minimal";"4";"14103";"1";"13686";"17";"45";"0";"4722";"0";"47220";"0";"0";"0"
"Random";"Minimal";"Maximum";"4";"17162";"1";"16570";"11";"47";"0";"7668";"0";"76680";"0";"0";"0"
"Random";"Minimal";"Median";"4";"14574";"1";"13852";"5";"80";"0";"4807";"0";"48070";"0";"0";"0"
"Random";"Maximum";"Minimal";"4";"17069";"1";"16570";"12";"43";"0";"7672";"0";"76720";"0";"0";"0"
"Random";"Maximum";"Maximum";"4";"19154";"1";"18402";"9";"85";"0";"8706";"0";"87060";"0";"0";"0"
"Random";"Maximum";"Median";"4";"18113";"1";"17391";"27";"91";"0";"8474";"0";"84740";"0";"0";"0"
"Random";"Median";"Minimal";"4";"14504";"1";"13791";"27";"79";"0";"4759";"0";"47590";"0";"0";"0"
"Random";"Median";"Maximum";"4";"17980";"1";"17389";"18";"79";"0";"8453";"0";"84530";"0";"0";"0"
"Random";"Median";"Median";"4";"15532";"1";"15006";"14";"54";"0";"6002";"0";"60020";"0";"0";"0"
"Greedy";"Minimal";"Minimal";"4";"2051";"0";"646";"20";"152";"0";"654";"0";"6540";"0";"0";"0"
"Greedy";"Minimal";"Maximum";"4";"1647";"1";"784";"22";"96";"0";"1160";"0";"11600";"0";"0";"0"
"Greedy";"Minimal";"Median";"4";"2494";"1";"697";"92";"254";"0";"822";"0";"8220";"0";"0";"0"
"Greedy";"Maximum";"Minimal";"4";"1773";"0";"762";"17";"104";"0";"1135";"0";"11350";"0";"0";"0"
"Greedy";"Maximum";"Maximum";"4";"9684";"1";"8584";"59";"163";"0";"12334";"0";"123340";"0";"0";"0"
"Greedy";"Maximum";"Median";"4";"3908";"1";"2914";"42";"134";"0";"4333";"0";"43330";"0";"0";"0"
"Greedy";"Median";"Minimal";"4";"2626";"1";"689";"56";"252";"0";"788";"0";"7880";"0";"0";"0"
"Greedy";"Median";"Maximum";"4";"3708";"1";"2905";"20";"106";"0";"4254";"0";"42540";"0";"0";"0"
"Greedy";"Median";"Median";"4";"3891";"0";"2842";"19";"122";"0";"3078";"0";"30780";"0";"0";"0"
"Bipartite";"Minimal";"Minimal";"4";"17075";"2";"16396";"23";"88";"0";"6807";"0";"68070";"0";"0";"0"
"Bipartite";"Minimal";"Maximum";"4";"21169";"1";"20705";"24";"82";"0";"11137";"0";"111370";"0";"0";"0"
"Bipartite";"Minimal";"Median";"4";"17543";"2";"16993";"6";"57";"0";"6956";"0";"69560";"0";"0";"0"
"Bipartite";"Maximum";"Minimal";"4";"21392";"1";"20750";"11";"66";"0";"11100";"0";"111000";"0";"0";"0"
"Bipartite";"Maximum";"Maximum";"4";"31310";"2";"30878";"2";"42";"0";"18915";"0";"189150";"0";"0";"0"
"Bipartite";"Maximum";"Median";"4";"22425";"1";"21665";"25";"98";"0";"12064";"0";"120640";"0";"0";"0"
"Bipartite";"Median";"Minimal";"4";"17946";"2";"16845";"59";"157";"0";"7036";"0";"70360";"0";"0";"0"
"Bipartite";"Median";"Maximum";"4";"22515";"1";"21645";"8";"102";"0";"11999";"0";"119990";"0";"0";"0"
"Bipartite";"Median";"Median";"4";"18905";"2";"18214";"14";"92";"0";"8487";"0";"84870";"0";"0";"0"
