"init";"source";"destination";"k";"iterations";"time";"improvements";"minimums";"updates";"aspirations";"conflicts";"guidance";"score";"final_conflicts";"final_guidance";"final_score"
"Scratch";"";"";"32";"10047";"9";"210";"43";"2395";"0";"354";"0";"3540";"11";"11";"220"
"Random";"Minimal";"Minimal";"31";"25166";"9";"216";"125";"6708";"0";"123";"0";"1230";"0";"0";"0"
"Random";"Minimal";"Maximum";"32";"10987";"8";"144";"34";"2742";"0";"155";"0";"1550";"2";"6";"80"
"Random";"Minimal";"Median";"32";"10761";"6";"144";"26";"2742";"0";"130";"0";"1300";"1";"4";"50"
"Random";"Maximum";"Minimal";"31";"1424";"0";"248";"11";"396";"0";"1824";"0";"18240";"0";"0";"0"
"Random";"Maximum";"Maximum";"31";"21417";"9";"222";"126";"5734";"0";"154";"0";"1540";"0";"0";"0"
"Random";"Maximum";"Median";"31";"24401";"10";"222";"93";"6506";"0";"138";"0";"1380";"0";"0";"0"
"Random";"Median";"Minimal";"32";"10710";"6";"144";"39";"2715";"0";"133";"0";"1330";"1";"7";"80"
"Random";"Median";"Maximum";"31";"26160";"10";"222";"121";"7039";"0";"138";"0";"1380";"0";"0";"0"
"Random";"Median";"Median";"31";"24956";"10";"219";"111";"6645";"0";"125";"0";"1250";"0";"0";"0"
"Greedy";"Minimal";"Minimal";"31";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Greedy";"Minimal";"Maximum";"31";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Greedy";"Minimal";"Median";"31";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Greedy";"Maximum";"Minimal";"31";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Greedy";"Maximum";"Maximum";"31";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Greedy";"Maximum";"Median";"31";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Greedy";"Median";"Minimal";"31";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Greedy";"Median";"Maximum";"31";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Greedy";"Median";"Median";"31";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bipartite";"Minimal";"Minimal";"31";"1253";"1";"246";"1";"335";"0";"1823";"0";"18230";"0";"0";"0"
"Bipartite";"Minimal";"Maximum";"31";"1378";"0";"249";"5";"377";"0";"1909";"0";"19090";"0";"0";"0"
"Bipartite";"Minimal";"Median";"31";"1338";"1";"248";"3";"364";"0";"1824";"0";"18240";"0";"0";"0"
"Bipartite";"Maximum";"Minimal";"31";"1378";"0";"249";"5";"377";"0";"1909";"0";"19090";"0";"0";"0"
"Bipartite";"Maximum";"Maximum";"31";"297";"0";"290";"0";"2";"0";"1898";"0";"18980";"0";"0";"0"
"Bipartite";"Maximum";"Median";"31";"1401";"1";"252";"9";"384";"0";"1903";"0";"19030";"0";"0";"0"
"Bipartite";"Median";"Minimal";"31";"1424";"0";"248";"11";"396";"0";"1824";"0";"18240";"0";"0";"0"
"Bipartite";"Median";"Maximum";"31";"1396";"1";"252";"11";"383";"0";"1903";"0";"19030";"0";"0";"0"
"Bipartite";"Median";"Median";"31";"1293";"0";"249";"2";"348";"0";"1825";"0";"18250";"0";"0";"0"
