"A";"P";"L";"SW";"k";"iterations";"time";"improvements";"minimums";"updates";"aspirations";"conflicts";"guidance";"score";"final_conflicts";"final_guidance";"final_score"
"0";"0";"0.1";"1";"65";"2354";"4";"75";"2";"48";"0";"100";"0";"1000";"1";"3";"13"
"0";"0";"0.4";"1";"61";"3097";"4";"276";"22";"194";"0";"223";"0";"2230";"7";"4";"86"
"0";"0";"0.7";"1";"62";"2888";"4";"209";"12";"150";"0";"172";"0";"1720";"2";"2";"34"
"0";"0";"1.0";"1";"61";"3084";"4";"281";"6";"172";"0";"212";"0";"2120";"4";"4";"80"
"0";"0";"1.3";"1";"60";"3146";"4";"375";"0";"126";"0";"268";"0";"2680";"3";"2";"56"
"0";"0";"1.6";"1";"59";"3434";"4";"478";"0";"169";"0";"312";"0";"3120";"38";"0";"380"
"0";"0";"1.9";"1";"60";"3146";"4";"375";"0";"126";"0";"268";"0";"2680";"3";"3";"87"
"0";"0";"2.2";"1";"60";"3149";"4";"375";"0";"126";"0";"256";"0";"2560";"2";"0";"20"
"0";"0";"2.5";"1";"59";"3394";"4";"476";"0";"157";"0";"297";"0";"2970";"2";"0";"20"
"0";"0";"2.8";"1";"60";"3149";"4";"375";"0";"126";"0";"256";"0";"2560";"8";"0";"80"
"0";"0";"3.1";"1";"59";"3394";"4";"476";"0";"157";"0";"297";"0";"2970";"15";"0";"150"
"0";"0";"3.4";"1";"58";"3666";"4";"593";"1";"192";"0";"350";"0";"3500";"27";"0";"270"
"0";"0";"3.7";"1";"59";"3394";"4";"476";"0";"157";"0";"297";"0";"2970";"21";"0";"210"
"0";"0";"4.0";"1";"58";"3666";"4";"593";"1";"192";"0";"350";"0";"3500";"10";"10";"500"
"0";"0";"4.3";"1";"58";"3666";"4";"593";"1";"192";"0";"350";"0";"3500";"47";"0";"470"
"0";"0";"4.6";"1";"58";"3666";"4";"593";"1";"192";"0";"350";"0";"3500";"47";"0";"470"
"0";"0";"4.9";"1";"58";"3666";"4";"593";"1";"192";"0";"350";"0";"3500";"27";"0";"270"
"0";"0";"5.2";"1";"59";"3394";"4";"476";"0";"157";"0";"297";"0";"2970";"35";"0";"350"
"0";"0";"5.5";"1";"58";"3666";"4";"593";"1";"192";"0";"350";"0";"3500";"9";"0";"90"
"0";"0";"5.8";"1";"58";"3666";"4";"593";"1";"192";"0";"350";"0";"3500";"42";"0";"420"
"0";"0";"6.1";"1";"58";"3666";"4";"593";"1";"192";"0";"350";"0";"3500";"32";"0";"320"
"0";"0";"6.4";"1";"59";"3394";"4";"476";"0";"157";"0";"297";"0";"2970";"35";"0";"350"
