"A";"P";"L";"SW";"k";"iterations";"time";"improvements";"minimums";"updates";"aspirations";"conflicts";"guidance";"score";"final_conflicts";"final_guidance";"final_score"
"0";"0";"0.1";"1";"45";"5942";"3";"174";"543";"2057";"0";"71";"0";"710";"2";"3";"23"
"0";"0";"0.4";"1";"44";"8123";"2";"213";"534";"2947";"0";"75";"10";"790";"4";"12";"88"
"0";"0";"0.7";"1";"45";"5282";"2";"176";"159";"1471";"0";"69";"1";"697";"3";"3";"51"
"0";"0";"1.0";"1";"44";"5850";"3";"216";"35";"1483";"0";"75";"3";"780";"7";"8";"150"
"0";"0";"1.3";"1";"45";"4419";"1";"173";"27";"889";"0";"64";"0";"640";"6";"6";"138"
"0";"0";"1.6";"1";"45";"4419";"1";"173";"27";"889";"0";"64";"0";"640";"3";"6";"126"
"0";"0";"1.9";"1";"45";"4419";"1";"173";"27";"889";"0";"64";"0";"640";"6";"6";"174"
"0";"0";"2.2";"1";"46";"3035";"0";"139";"10";"435";"0";"59";"0";"590";"11";"11";"352"
"0";"0";"2.5";"1";"46";"3035";"0";"139";"10";"435";"0";"59";"0";"590";"8";"8";"280"
"0";"0";"2.8";"1";"46";"3035";"0";"139";"10";"435";"0";"59";"0";"590";"7";"1";"98"
"0";"0";"3.1";"1";"46";"3035";"0";"139";"10";"435";"0";"59";"0";"590";"6";"6";"246"
"0";"0";"3.4";"1";"46";"3035";"0";"139";"10";"435";"0";"59";"0";"590";"7";"7";"308"
"0";"0";"3.7";"1";"46";"3035";"0";"139";"10";"435";"0";"59";"0";"590";"6";"6";"282"
"0";"0";"4.0";"1";"46";"3035";"0";"139";"10";"435";"0";"59";"0";"590";"5";"5";"250"
"0";"0";"4.3";"1";"46";"3035";"0";"139";"10";"435";"0";"59";"0";"590";"8";"8";"424"
"0";"0";"4.6";"1";"46";"3035";"0";"139";"10";"435";"0";"59";"0";"590";"3";"3";"168"
"0";"0";"4.9";"1";"46";"3035";"0";"139";"10";"435";"0";"59";"0";"590";"7";"7";"413"
"0";"0";"5.2";"1";"46";"3035";"0";"139";"10";"435";"0";"59";"0";"590";"6";"6";"372"
"0";"0";"5.5";"1";"46";"3035";"0";"139";"10";"435";"0";"59";"0";"590";"5";"5";"325"
"0";"0";"5.8";"1";"46";"3035";"0";"139";"10";"435";"0";"59";"0";"590";"4";"4";"272"
"0";"0";"6.1";"1";"46";"3035";"0";"139";"10";"435";"0";"59";"0";"590";"6";"6";"426"
"0";"0";"6.4";"1";"46";"3035";"0";"139";"10";"435";"0";"59";"0";"590";"7";"7";"518"
"0";"0";"6.7";"1";"46";"3035";"0";"139";"10";"435";"0";"59";"0";"590";"8";"8";"616"
"0";"0";"7.0";"1";"46";"3035";"0";"139";"10";"435";"0";"59";"0";"590";"6";"6";"480"
"0";"0";"7.3";"1";"46";"3035";"0";"139";"10";"435";"0";"59";"0";"590";"8";"8";"664"
"0";"0";"7.6";"1";"46";"3035";"0";"139";"10";"435";"0";"59";"0";"590";"7";"7";"602"
"0";"0";"7.9";"1";"46";"3035";"0";"139";"10";"435";"0";"59";"0";"590";"7";"7";"623"
"0";"0";"8.2";"1";"46";"3035";"0";"139";"10";"435";"0";"59";"0";"590";"7";"7";"644"
"0";"0";"8.5";"1";"46";"3035";"0";"139";"10";"435";"0";"59";"0";"590";"7";"7";"665"
"0";"0";"8.8";"1";"46";"3035";"0";"139";"10";"435";"0";"59";"0";"590";"5";"5";"490"
"0";"0";"9.1";"1";"46";"3035";"0";"139";"10";"435";"0";"59";"0";"590";"8";"8";"808"
"0";"0";"9.4";"1";"46";"3035";"0";"139";"10";"435";"0";"59";"0";"590";"11";"11";"1144"
"0";"0";"9.7";"1";"46";"3035";"0";"139";"10";"435";"0";"59";"0";"590";"8";"8";"856"
