"init";"source";"destination";"k";"iterations";"time";"improvements";"minimums";"updates";"aspirations";"conflicts";"guidance";"score";"final_conflicts";"final_guidance";"final_score"
"Scratch";"";"";"7";"1073";"0";"1062";"0";"4";"0";"739";"0";"7390";"1";"81";"820"
"Random";"Minimal";"Minimal";"7";"397";"0";"397";"0";"0";"0";"184";"0";"1840";"1";"130";"1310"
"Random";"Minimal";"Maximum";"7";"392";"0";"388";"0";"0";"0";"269";"0";"2690";"1";"110";"1110"
"Random";"Minimal";"Median";"7";"450";"0";"428";"3";"6";"0";"216";"0";"2160";"2";"322";"3240"
"Random";"Maximum";"Minimal";"7";"395";"0";"394";"0";"0";"0";"263";"0";"2630";"1";"56";"570"
"Random";"Maximum";"Maximum";"7";"417";"0";"416";"0";"0";"0";"236";"0";"2360";"1";"186";"1870"
"Random";"Maximum";"Median";"7";"407";"0";"395";"2";"4";"0";"275";"0";"2750";"1";"127";"1280"
"Random";"Median";"Minimal";"7";"415";"0";"411";"0";"0";"0";"207";"0";"2070";"1";"148";"1490"
"Random";"Median";"Maximum";"7";"413";"0";"390";"3";"7";"0";"270";"0";"2700";"1";"85";"860"
"Random";"Median";"Median";"7";"370";"0";"370";"0";"0";"0";"191";"0";"1910";"1";"96";"970"
"Greedy";"Minimal";"Minimal";"7";"36";"0";"0";"0";"0";"0";"1";"0";"10";"1";"178";"1790"
"Greedy";"Minimal";"Maximum";"7";"36";"0";"0";"0";"0";"0";"16";"0";"160";"1";"158";"1590"
"Greedy";"Minimal";"Median";"7";"36";"0";"0";"0";"0";"0";"4";"0";"40";"1";"85";"860"
"Greedy";"Maximum";"Minimal";"7";"36";"0";"0";"0";"0";"0";"16";"0";"160";"2";"203";"2050"
"Greedy";"Maximum";"Maximum";"7";"36";"0";"0";"0";"0";"0";"243";"0";"2430";"1";"179";"1800"
"Greedy";"Maximum";"Median";"7";"36";"0";"0";"0";"0";"0";"54";"0";"540";"1";"145";"1460"
"Greedy";"Median";"Minimal";"7";"36";"0";"0";"0";"0";"0";"4";"0";"40";"1";"39";"400"
"Greedy";"Median";"Maximum";"7";"36";"0";"0";"0";"0";"0";"54";"0";"540";"1";"268";"2690"
"Greedy";"Median";"Median";"7";"36";"0";"0";"0";"0";"0";"27";"0";"270";"1";"208";"2090"
"Bipartite";"Minimal";"Minimal";"7";"361";"0";"354";"0";"0";"0";"332";"0";"3320";"1";"121";"1220"
"Bipartite";"Minimal";"Maximum";"7";"376";"0";"376";"0";"0";"0";"426";"0";"4260";"1";"190";"1910"
"Bipartite";"Minimal";"Median";"7";"368";"0";"367";"0";"0";"0";"323";"0";"3230";"1";"112";"1130"
"Bipartite";"Maximum";"Minimal";"7";"376";"0";"376";"0";"0";"0";"426";"0";"4260";"1";"100";"1010"
"Bipartite";"Maximum";"Maximum";"7";"594";"0";"592";"0";"0";"0";"782";"0";"7820";"1";"141";"1420"
"Bipartite";"Maximum";"Median";"7";"427";"0";"427";"0";"0";"0";"572";"0";"5720";"1";"207";"2080"
"Bipartite";"Median";"Minimal";"7";"366";"0";"366";"0";"0";"0";"326";"0";"3260";"1";"263";"2640"
"Bipartite";"Median";"Maximum";"7";"427";"0";"427";"0";"0";"0";"572";"0";"5720";"1";"170";"1710"
"Bipartite";"Median";"Median";"7";"413";"0";"409";"1";"2";"0";"388";"0";"3880";"3";"208";"2110"
