"init";"source";"destination";"k";"iterations";"time";"improvements";"minimums";"updates";"aspirations";"conflicts";"guidance";"score";"final_conflicts";"final_guidance";"final_score"
"Scratch";"";"";"77";"31479";"8";"25849";"0";"1083";"0";"4067";"0";"40670";"5";"5";"100"
"Random";"Minimal";"Minimal";"71";"9508";"3";"3129";"8";"2076";"0";"219";"0";"2190";"3";"3";"60"
"Random";"Minimal";"Maximum";"71";"12460";"5";"3422";"8";"2847";"0";"254";"0";"2540";"3";"3";"60"
"Random";"Minimal";"Median";"71";"7906";"2";"3346";"7";"1429";"0";"228";"0";"2280";"2";"2";"40"
"Random";"Maximum";"Minimal";"71";"9999";"4";"3361";"19";"1988";"0";"236";"0";"2360";"2";"2";"40"
"Random";"Maximum";"Maximum";"71";"11405";"7";"4316";"14";"2123";"0";"335";"0";"3350";"1";"1";"20"
"Random";"Maximum";"Median";"70";"13141";"4";"4127";"7";"2939";"0";"317";"0";"3170";"4";"4";"80"
"Random";"Median";"Minimal";"71";"10799";"4";"3323";"15";"2319";"0";"232";"0";"2320";"3";"3";"60"
"Random";"Median";"Maximum";"70";"17230";"9";"4126";"52";"3938";"0";"323";"0";"3230";"4";"4";"80"
"Random";"Median";"Median";"71";"13473";"9";"3776";"58";"2836";"0";"276";"0";"2760";"1";"1";"20"
"Greedy";"Minimal";"Minimal";"71";"5266";"7";"44";"25";"1428";"0";"15";"0";"150";"5";"5";"100"
"Greedy";"Minimal";"Maximum";"70";"7408";"8";"107";"14";"2068";"0";"38";"0";"380";"3";"3";"60"
"Greedy";"Minimal";"Median";"70";"9908";"7";"100";"37";"2867";"0";"29";"0";"290";"2";"2";"40"
"Greedy";"Maximum";"Minimal";"72";"5158";"4";"56";"7";"1526";"0";"26";"0";"260";"1";"1";"20"
"Greedy";"Maximum";"Maximum";"71";"12135";"10";"221";"44";"3449";"0";"83";"0";"830";"1";"1";"20"
"Greedy";"Maximum";"Median";"71";"6614";"7";"175";"26";"1949";"0";"65";"0";"650";"4";"4";"80"
"Greedy";"Median";"Minimal";"71";"7261";"5";"76";"4";"2166";"0";"28";"0";"280";"3";"3";"60"
"Greedy";"Median";"Maximum";"71";"4396";"2";"189";"2";"1253";"0";"68";"0";"680";"2";"2";"40"
"Greedy";"Median";"Median";"71";"4876";"4";"129";"1";"1431";"0";"44";"0";"440";"5";"5";"100"
"Bipartite";"Minimal";"Minimal";"71";"18518";"10";"7771";"27";"3392";"0";"7419";"0";"74190";"1";"1";"20"
"Bipartite";"Minimal";"Maximum";"70";"22481";"8";"8430";"23";"4357";"0";"7466";"0";"74660";"4";"4";"80"
"Bipartite";"Minimal";"Median";"71";"14405";"8";"7942";"4";"1895";"0";"7443";"0";"74430";"2";"2";"40"
"Bipartite";"Maximum";"Minimal";"70";"21573";"10";"8319";"32";"4099";"0";"7462";"0";"74620";"1";"1";"20"
"Bipartite";"Maximum";"Maximum";"69";"23550";"10";"9598";"86";"4194";"0";"7574";"0";"75740";"2";"2";"40"
"Bipartite";"Maximum";"Median";"70";"16654";"3";"8890";"15";"2365";"0";"7522";"0";"75220";"1";"1";"20"
"Bipartite";"Median";"Minimal";"72";"12934";"5";"7596";"9";"1574";"0";"7435";"0";"74350";"3";"3";"60"
"Bipartite";"Median";"Maximum";"70";"18316";"10";"8912";"29";"2832";"0";"7526";"0";"75260";"2";"2";"40"
"Bipartite";"Median";"Median";"71";"13891";"4";"8362";"9";"1698";"0";"7483";"0";"74830";"4";"4";"80"
