"init";"source";"destination";"k";"iterations";"time";"improvements";"minimums";"updates";"aspirations";"conflicts";"guidance";"score";"final_conflicts";"final_guidance";"final_score"
"Scratch";"";"";"16";"46029";"4";"42435";"35";"647";"0";"8149";"0";"81490";"7";"14";"210"
"Random";"Minimal";"Minimal";"16";"7297";"1";"5216";"68";"469";"0";"745";"0";"7450";"6";"15";"210"
"Random";"Minimal";"Maximum";"16";"7511";"1";"5720";"17";"373";"0";"887";"0";"8870";"8";"17";"250"
"Random";"Minimal";"Median";"16";"7182";"1";"5302";"29";"354";"0";"775";"0";"7750";"16";"21";"370"
"Random";"Maximum";"Minimal";"16";"7913";"1";"5785";"27";"423";"0";"934";"0";"9340";"8";"12";"200"
"Random";"Maximum";"Maximum";"16";"8631";"0";"7374";"18";"250";"0";"1275";"0";"12750";"9";"26";"350"
"Random";"Maximum";"Median";"16";"8487";"1";"6511";"35";"439";"0";"1082";"0";"10820";"10";"23";"330"
"Random";"Median";"Minimal";"16";"6664";"0";"5334";"26";"303";"0";"778";"0";"7780";"10";"24";"340"
"Random";"Median";"Maximum";"16";"8598";"1";"6502";"16";"445";"0";"1136";"0";"11360";"16";"27";"430"
"Random";"Median";"Median";"16";"7212";"1";"5710";"21";"313";"0";"896";"0";"8960";"8";"19";"270"
"Greedy";"Minimal";"Minimal";"16";"3113";"2";"248";"41";"601";"0";"194";"0";"1940";"20";"29";"490"
"Greedy";"Minimal";"Maximum";"16";"3117";"2";"292";"26";"520";"0";"281";"0";"2810";"11";"17";"280"
"Greedy";"Minimal";"Median";"16";"2187";"1";"252";"8";"328";"0";"210";"0";"2100";"11";"21";"320"
"Greedy";"Maximum";"Minimal";"16";"1863";"0";"300";"20";"260";"0";"265";"0";"2650";"9";"19";"280"
"Greedy";"Maximum";"Maximum";"16";"2999";"1";"916";"41";"394";"0";"611";"0";"6110";"17";"31";"480"
"Greedy";"Maximum";"Median";"16";"2507";"1";"539";"53";"401";"0";"435";"0";"4350";"15";"31";"460"
"Greedy";"Median";"Minimal";"16";"2587";"1";"270";"63";"467";"0";"215";"0";"2150";"11";"33";"440"
"Greedy";"Median";"Maximum";"16";"2630";"1";"541";"54";"446";"0";"458";"0";"4580";"11";"23";"340"
"Greedy";"Median";"Median";"16";"3386";"2";"509";"50";"612";"0";"342";"0";"3420";"8";"22";"300"
"Bipartite";"Minimal";"Minimal";"16";"12335";"1";"10292";"16";"402";"0";"4370";"0";"43700";"10";"20";"300"
"Bipartite";"Minimal";"Maximum";"16";"12936";"1";"11095";"29";"369";"0";"4867";"0";"48670";"7";"24";"310"
"Bipartite";"Minimal";"Median";"16";"12197";"1";"10448";"29";"369";"0";"4455";"0";"44550";"15";"31";"460"
"Bipartite";"Maximum";"Minimal";"16";"12502";"0";"11112";"19";"313";"0";"4872";"0";"48720";"4";"12";"160"
"Bipartite";"Maximum";"Maximum";"16";"15312";"1";"13894";"22";"280";"0";"5322";"0";"53220";"11";"18";"290"
"Bipartite";"Maximum";"Median";"16";"13638";"1";"11971";"10";"333";"0";"5004";"0";"50040";"12";"26";"380"
"Bipartite";"Median";"Minimal";"16";"13990";"3";"10303";"65";"846";"0";"4406";"0";"44060";"10";"16";"260"
"Bipartite";"Median";"Maximum";"16";"13892";"1";"12013";"32";"378";"0";"5065";"0";"50650";"12";"27";"390"
"Bipartite";"Median";"Median";"16";"12690";"1";"10728";"24";"419";"0";"4481";"0";"44810";"7";"16";"230"
